samAccountName,distinguishedName,displayName,userPrincipalName,enabled,lastLogonTimestamp,memberOf,description
andrea.brown,"CN=Andrea Brown,OU=QualityAssurance,DC=northwind,DC=local",Andrea Brown,andrea.brown@northwindmaterials.com,TRUE,134282404471210576,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
robert.johnson,"CN=Robert Johnson,OU=Finance,DC=northwind,DC=local",Robert Johnson,robert.johnson@northwindmaterials.com,TRUE,134325523649146592,All-Employees;Finance-All,VP of Finance - Finance
kimberly.morris,"CN=Kimberly Morris,OU=Engineering,DC=northwind,DC=local",Kimberly Morris,kimberly.morris@northwindmaterials.com,TRUE,134277076433502080,All-Employees;Engineering-All,DevOps Engineer - Engineering
jacob.cole,"CN=Jacob Cole,OU=Legal,DC=northwind,DC=local",Jacob Cole,jacob.cole@northwindmaterials.com,FALSE,134296153669207136,All-Employees;Legal-All,Paralegal - Legal
brandon.obrien,"CN=Brandon Obrien,OU=Finance,DC=northwind,DC=local",Brandon Obrien,brandon.obrien@northwindmaterials.com,TRUE,134321963209312336,All-Employees;Finance-All,AP Specialist - Finance
allison.luna,"CN=Allison Luna,OU=Engineering,DC=northwind,DC=local",Allison Luna,allison.luna@northwindmaterials.com,TRUE,134302570148844048,All-Employees;Engineering-All,Senior Software Engineer - Engineering
ctr.courtney.green,"CN=Courtney Green,OU=Contractors,DC=northwind,DC=local",Courtney Green,courtney.green@contractor.northwindmaterials.com,TRUE,134292501932346464,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
amanda.ball,"CN=Amanda Ball,OU=QualityAssurance,DC=northwind,DC=local",Amanda Ball,amanda.ball@northwindmaterials.com,TRUE,134324137487484384,All-Employees;Quality-Assurance-All,"Manager, Quality Assurance - Quality Assurance"
laura.kelly,"CN=Laura Kelly,OU=CustomerSuccess,DC=northwind,DC=local",Laura Kelly,laura.kelly@northwindmaterials.com,TRUE,134277170658408720,All-Employees;Customer-Success-All,Support Specialist - Customer Success
jennifer.wilson,"CN=Jennifer Wilson,OU=CustomerSuccess,DC=northwind,DC=local",Jennifer Wilson,jennifer.wilson@northwindmaterials.com,TRUE,134272301445517600,All-Employees;Customer-Success-All,Support Specialist - Customer Success
debbie.hunt,"CN=Debbie Hunt,OU=Legal,DC=northwind,DC=local",Debbie Hunt,debbie.hunt@northwindmaterials.com,TRUE,134299069404084352,All-Employees;Legal-All,Paralegal - Legal
joseph.miller,"CN=Joseph Miller,OU=Finance,DC=northwind,DC=local",Joseph Miller,josephm@northwindmaterials.com,TRUE,134295169324264912,All-Employees;Finance-All,Accountant - Finance
ctr.valerie.mcmillan,"CN=Valerie Mcmillan,OU=Contractors,DC=northwind,DC=local",Valerie Mcmillan,valerie.mcmillan@contractor.northwindmaterials.com,TRUE,134307270954374640,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
edward.shaffer,"CN=Edward Shaffer,OU=CustomerSuccess,DC=northwind,DC=local",Edward Shaffer,edward.shaffer@northwindmaterials.com,TRUE,134319248166431744,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
steven.dunn,"CN=Steven Dunn,OU=QualityAssurance,DC=northwind,DC=local",Steven Dunn,steven.dunn@northwindmaterials.com,TRUE,134326462765267184,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
angela.randall,"CN=Angela Randall,OU=Finance,DC=northwind,DC=local",Angela Randall,angela.randall@northwindmaterials.com,TRUE,134261301904720080,All-Employees;Finance-All,Financial Analyst - Finance
rodney.owens,"CN=Rodney Owens,OU=Engineering,DC=northwind,DC=local",Rodney Owens,rodney.owens@northwindmaterials.com,TRUE,134312254178835984,All-Employees;Engineering-All,"Manager, Engineering - Engineering"
jennifer.zuniga,"CN=Jennifer Zuniga,OU=Manufacturing,DC=northwind,DC=local",Jennifer Zuniga,jennifer.zuniga@northwindmaterials.com,FALSE,134295479416432432,All-Employees;Manufacturing-All,Line Supervisor - Manufacturing
carolyn.smith,"CN=Carolyn Smith,OU=InformationTechnology,DC=northwind,DC=local",Carolyn Smith,carolyn.smith@northwindmaterials.com,TRUE,134261522956045744,All-Employees;Information-Technology-All,Systems Administrator - Information Technology
joseph.perry,"CN=Joseph Perry,OU=Engineering,DC=northwind,DC=local",Joseph Perry,joseph.perry@northwindmaterials.com,FALSE,134278393301461456,All-Employees;Engineering-All,Software Engineer - Engineering
cameron.hill,"CN=Cameron Hill,OU=Legal,DC=northwind,DC=local",Cameron Hill,cameron.hill@northwindmaterials.com,TRUE,134283490474562800,All-Employees;Legal-All,Compliance Analyst - Legal
samantha.bright,"CN=Samantha Bright,OU=SupplyChain,DC=northwind,DC=local",Samantha Bright,samantha.bright@northwindmaterials.com,TRUE,134307056728698144,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
david.hall,"CN=David Hall,OU=SupplyChain,DC=northwind,DC=local",David Hall,davidh@northwindmaterials.com,TRUE,134270120184545856,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
candice.medina,"CN=Candice Medina,OU=SupplyChain,DC=northwind,DC=local",Candice Medina,candice.medina@northwindmaterials.com,TRUE,134250917835119680,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
cynthia.kelley,"CN=Cynthia Kelley,OU=QualityAssurance,DC=northwind,DC=local",Cynthia Kelley,cynthia.kelley@northwindmaterials.com,TRUE,134297056842951424,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
jeffrey.ray,"CN=Jeffrey Ray,OU=SupplyChain,DC=northwind,DC=local",Jeffrey Ray,jeffrey.ray@northwindmaterials.com,TRUE,134276618941847360,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
lisa.smith,"CN=Lisa Smith,OU=QualityAssurance,DC=northwind,DC=local",Lisa Smith,lisa.smith@northwindmaterials.com,TRUE,134310943663767744,All-Employees;Quality-Assurance-All,VP of Quality Assurance - Quality Assurance
anthony.williams,"CN=Anthony Williams,OU=Engineering,DC=northwind,DC=local",Anthony Williams,anthony.williams@northwindmaterials.com,TRUE,134327143980407632,All-Employees;Engineering-All,Software Engineer - Engineering
kristin.rodriguez,"CN=Kristin Rodriguez,OU=CustomerSuccess,DC=northwind,DC=local",Kristin Rodriguez,kristin.rodriguez@northwindmaterials.com,TRUE,134321754686259568,All-Employees;Customer-Success-All,"Manager, Customer Success - Customer Success"
sarah.anderson,"CN=Sarah Anderson,OU=Manufacturing,DC=northwind,DC=local",Sarah Anderson,sarah.anderson@northwindmaterials.com,TRUE,134291312087535904,All-Employees;Manufacturing-All,Production Associate - Manufacturing
jamie.aguilar,"CN=Jamie Aguilar,OU=Engineering,DC=northwind,DC=local",Jamie Aguilar,jamie.aguilar@northwindmaterials.com,TRUE,134261602945048384,All-Employees;Engineering-All,Software Engineer - Engineering
micheal.nunez,"CN=Micheal Nunez,OU=Finance,DC=northwind,DC=local",Micheal Nunez,micheal.nunez@northwindmaterials.com,TRUE,134314776436192896,All-Employees;Finance-All,AP Specialist - Finance
michael.flores,"CN=Michael Flores,OU=CustomerSuccess,DC=northwind,DC=local",Michael Flores,michael.flores@northwindmaterials.com,TRUE,134250743236769040,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
stephanie.key,"CN=Stephanie Key,OU=Engineering,DC=northwind,DC=local",Stephanie Key,stephanie.key@northwindmaterials.com,TRUE,134290011073562144,All-Employees;Engineering-All,Senior Software Engineer - Engineering
jennifer.mason,"CN=Jennifer Mason,OU=Finance,DC=northwind,DC=local",Jennifer Mason,jennifer.mason@northwindmaterials.com,TRUE,134321082238006320,All-Employees;Finance-All,Accountant - Finance
rebecca.bailey,"CN=Rebecca Bailey,OU=Finance,DC=northwind,DC=local",Rebecca Bailey,rebecca.bailey@northwindmaterials.com,TRUE,134304442399505136,All-Employees;Finance-All,Accountant - Finance
ctr.kayla.martin,"CN=Kayla Martin,OU=Contractors,DC=northwind,DC=local",Kayla Martin,kayla.martin@contractor.northwindmaterials.com,TRUE,134324442773852576,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
veronica.perez,"CN=Veronica Perez,OU=QualityAssurance,DC=northwind,DC=local",Veronica Perez,veronica.perez@northwindmaterials.com,TRUE,134261428958751696,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
robert.castaneda,"CN=Robert Castaneda,OU=Manufacturing,DC=northwind,DC=local",Robert Castaneda,robert.castaneda@northwindmaterials.com,TRUE,134271239395147088,All-Employees;Manufacturing-All,Plant Technician - Manufacturing
jonathan.rivera,"CN=Jonathan Rivera,OU=SupplyChain,DC=northwind,DC=local",Jonathan Rivera,jonathan.rivera@northwindmaterials.com,TRUE,134277639574984384,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
kimberly.palmer,"CN=Kimberly Palmer,OU=SupplyChain,DC=northwind,DC=local",Kimberly Palmer,kimberly.palmer@northwindmaterials.com,TRUE,134257425024748672,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
larry.wilson,"CN=Larry Wilson,OU=Engineering,DC=northwind,DC=local",Larry Wilson,larry.wilson@northwindmaterials.com,TRUE,134279167165675296,All-Employees;Engineering-All,QA Engineer - Engineering
rebecca.hernandez,"CN=Rebecca Hernandez,OU=Finance,DC=northwind,DC=local",Rebecca Hernandez,rebecca.hernandez@northwindmaterials.com,TRUE,134269175142578144,All-Employees;Finance-All,Financial Analyst - Finance
jose.young,"CN=Jose Young,OU=InformationTechnology,DC=northwind,DC=local",Jose Young,jose.young@northwindmaterials.com,TRUE,134317656900560400,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
brian.smith,"CN=Brian Smith,OU=Engineering,DC=northwind,DC=local",Brian Smith,brian.smith@northwindmaterials.com,TRUE,134289135146340176,All-Employees;Engineering-All,DevOps Engineer - Engineering
karen.anderson,"CN=Karen Anderson,OU=Manufacturing,DC=northwind,DC=local",Karen Anderson,karen.anderson@northwindmaterials.com,TRUE,134252638330473152,All-Employees;Manufacturing-All;Plant-Ops-Leads,Machine Operator - Manufacturing
cody.stanley,"CN=Cody Stanley,OU=Finance,DC=northwind,DC=local",Cody Stanley,cody.stanley@northwindmaterials.com,TRUE,134299355948613088,All-Employees;Finance-All,Accountant - Finance
ctr.joyce.smith,"CN=Joyce Smith,OU=Contractors,DC=northwind,DC=local",Joyce Smith,joyce.smith@contractor.northwindmaterials.com,TRUE,134278640301967312,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
travis.mcguire,"CN=Travis Mcguire,OU=SupplyChain,DC=northwind,DC=local",Travis Mcguire,travis.mcguire@northwindmaterials.com,TRUE,134296289787585168,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
elizabeth.jensen,"CN=Elizabeth Jensen,OU=Engineering,DC=northwind,DC=local",Elizabeth Jensen,elizabeth.jensen@northwindmaterials.com,TRUE,134271577658179360,All-Employees;Engineering-All,Senior Software Engineer - Engineering
ctr.edgar.rios,"CN=Edgar Rios,OU=Contractors,DC=northwind,DC=local",Edgar Rios,edgar.rios@contractor.northwindmaterials.com,TRUE,134274411106820368,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
frank.owens,"CN=Frank Owens,OU=Manufacturing,DC=northwind,DC=local",Frank Owens,frank.owens@northwindmaterials.com,TRUE,134285108717104608,All-Employees;Manufacturing-All,Machine Operator - Manufacturing
plant-shared-increase19,"CN=plant-shared-increase19,OU=ServiceAccounts,DC=northwind,DC=local",plant-shared-increase19,plant-shared-increase19@northwindmaterials.com,TRUE,134304015028060624,Service-Accounts,Non-interactive service/CI account
jonathan.hall,"CN=Jonathan Hall,OU=InformationTechnology,DC=northwind,DC=local",Jonathan Hall,jonathan.hall@northwindmaterials.com,TRUE,134284203660582688,All-Employees;Information-Technology-All,Network Engineer - Information Technology
ctr.steven.day,"CN=Steven Day,OU=Contractors,DC=northwind,DC=local",Steven Day,steven.day@contractor.northwindmaterials.com,TRUE,134319501837842576,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
kimberly.jones,"CN=Kimberly Jones,OU=Engineering,DC=northwind,DC=local",Kimberly Jones,kimberly.jones@northwindmaterials.com,TRUE,134301525509659168,All-Employees;Engineering-All,QA Engineer - Engineering
vincent.williams,"CN=Vincent Williams,OU=CustomerSuccess,DC=northwind,DC=local",Vincent Williams,vincent.williams@northwindmaterials.com,TRUE,134250246523175376,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
katherine.thompson,"CN=Katherine Thompson,OU=QualityAssurance,DC=northwind,DC=local",Katherine Thompson,katherine.thompson@northwindmaterials.com,TRUE,134283142945824560,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
marie.wise,"CN=Marie Wise,OU=SupplyChain,DC=northwind,DC=local",Marie Wise,marie.wise@northwindmaterials.com,TRUE,134291365659273440,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
marcus.cordova,"CN=Marcus Cordova,OU=QualityAssurance,DC=northwind,DC=local",Marcus Cordova,marcus.cordova@northwindmaterials.com,FALSE,134268661539618016,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
stephen.house,"CN=Stephen House,OU=Engineering,DC=northwind,DC=local",Stephen House,stephen.house@northwindmaterials.com,TRUE,134303451725057376,All-Employees;Engineering-All,QA Engineer - Engineering
sara.mcdowell,"CN=Sara Mcdowell,OU=Finance,DC=northwind,DC=local",Sara Mcdowell,sara.mcdowell@northwindmaterials.com,TRUE,134312709869791648,All-Employees;Finance-All,Financial Analyst - Finance
paul.frye,"CN=Paul Frye,OU=Engineering,DC=northwind,DC=local",Paul Frye,paul.frye@northwindmaterials.com,TRUE,134279273642341168,All-Employees;Engineering-All,Senior Software Engineer - Engineering
kevin.cross,"CN=Kevin Cross,OU=Manufacturing,DC=northwind,DC=local",Kevin Cross,kevin.cross@northwindmaterials.com,TRUE,134314253138092752,All-Employees;Manufacturing-All,Machine Operator - Manufacturing
amy.clark,"CN=Amy Clark,OU=Operations,DC=northwind,DC=local",Amy Clark,amy.clark@northwindmaterials.com,TRUE,134308529528531456,All-Employees;Operations-All,Operations Analyst - Operations
albert.ballard,"CN=Albert Ballard,OU=SupplyChain,DC=northwind,DC=local",Albert Ballard,albert.ballard@northwindmaterials.com,TRUE,134251125946465488,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
tyler.strong,"CN=Tyler Strong,OU=Engineering,DC=northwind,DC=local",Tyler Strong,tyler.strong@northwindmaterials.com,TRUE,134261841160966528,All-Employees;Engineering-All,Senior Software Engineer - Engineering
william.bruce,"CN=William Bruce,OU=Manufacturing,DC=northwind,DC=local",William Bruce,william.bruce@northwindmaterials.com,TRUE,134256326023288400,All-Employees;Manufacturing-All;Plant-Ops-Leads,Line Supervisor - Manufacturing
john.bennett,"CN=John Bennett,OU=Legal,DC=northwind,DC=local",John Bennett,john.bennett@northwindmaterials.com,TRUE,134303005644076016,All-Employees;Legal-All,Compliance Analyst - Legal
margaret.jones,"CN=Margaret Jones,OU=Engineering,DC=northwind,DC=local",Margaret Jones,margaret.jones@northwindmaterials.com,TRUE,134286806046479152,All-Employees;Engineering-All,QA Engineer - Engineering
mark.martinez,"CN=Mark Martinez,OU=SupplyChain,DC=northwind,DC=local",Mark Martinez,mark.martinez@northwindmaterials.com,FALSE,134284051283535408,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
shannon.cook,"CN=Shannon Cook,OU=SupplyChain,DC=northwind,DC=local",Shannon Cook,shannon.cook@northwindmaterials.com,TRUE,134314950580706240,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
dakota.brown,"CN=Dakota Brown,OU=Legal,DC=northwind,DC=local",Dakota Brown,dakota.brown@northwindmaterials.com,TRUE,134291575728493536,All-Employees;Legal-All,Compliance Analyst - Legal
leonard.ali,"CN=Leonard Ali,OU=Engineering,DC=northwind,DC=local",Leonard Ali,leonard.ali@northwindmaterials.com,TRUE,134286541438842752,All-Employees;Engineering-All,DevOps Engineer - Engineering
brenda.goodwin,"CN=Brenda Goodwin,OU=Finance,DC=northwind,DC=local",Brenda Goodwin,brenda.goodwin@northwindmaterials.com,TRUE,134296397496638896,All-Employees;Finance-All,AP Specialist - Finance
kevin.huerta,"CN=Kevin Huerta,OU=HumanResources,DC=northwind,DC=local",Kevin Huerta,kevin.huerta@northwindmaterials.com,TRUE,134325054827352560,All-Employees;Human-Resources-All,HR Coordinator - Human Resources
ctr.ethan.horton,"CN=Ethan Horton,OU=Contractors,DC=northwind,DC=local",Ethan Horton,ethan.horton@contractor.northwindmaterials.com,TRUE,134277088879196544,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
gary.duran,"CN=Gary Duran,OU=Finance,DC=northwind,DC=local",Gary Duran,gary.duran@northwindmaterials.com,TRUE,134303962944167520,All-Employees;Finance-All,Financial Analyst - Finance
ashley.graham,"CN=Ashley Graham,OU=Engineering,DC=northwind,DC=local",Ashley Graham,ashley.graham@northwindmaterials.com,TRUE,134306732578896528,All-Employees;Engineering-All,DevOps Engineer - Engineering
michael.montoya,"CN=Michael Montoya,OU=SupplyChain,DC=northwind,DC=local",Michael Montoya,michael.montoya@northwindmaterials.com,TRUE,134253065853080288,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
cody.anderson,"CN=Cody Anderson,OU=Legal,DC=northwind,DC=local",Cody Anderson,cody.anderson@northwindmaterials.com,TRUE,134326516458307568,All-Employees;Legal-All,Paralegal - Legal
randy.collins,"CN=Randy Collins,OU=SupplyChain,DC=northwind,DC=local",Randy Collins,randy.collins@northwindmaterials.com,TRUE,134292642051316560,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
julie.wilson,"CN=Julie Wilson,OU=Finance,DC=northwind,DC=local",Julie Wilson,julie.wilson@northwindmaterials.com,TRUE,134253219708199616,All-Employees;Finance-All,AP Specialist - Finance
bonnie.kennedy,"CN=Bonnie Kennedy,OU=SupplyChain,DC=northwind,DC=local",Bonnie Kennedy,bonnie.kennedy@northwindmaterials.com,TRUE,134260204740208576,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
jonathan.hess,"CN=Jonathan Hess,OU=InformationTechnology,DC=northwind,DC=local",Jonathan Hess,jonathan.hess@northwindmaterials.com,TRUE,134300122476586896,All-Employees;Information-Technology-All,Network Engineer - Information Technology
kyle.nolan,"CN=Kyle Nolan,OU=InformationTechnology,DC=northwind,DC=local",Kyle Nolan,kyle.nolan@northwindmaterials.com,TRUE,134307054460806864,All-Employees;Information-Technology-All,"Manager, Information Technology - Information Technology"
gregory.rubio,"CN=Gregory Rubio,OU=Engineering,DC=northwind,DC=local",Gregory Rubio,gregory.rubio@northwindmaterials.com,TRUE,134256959760349280,All-Employees;Engineering-All,DevOps Engineer - Engineering
andrew.martinez,"CN=Andrew Martinez,OU=CustomerSuccess,DC=northwind,DC=local",Andrew Martinez,andrew.martinez@northwindmaterials.com,TRUE,134252151282291584,All-Employees;Customer-Success-All,Support Specialist - Customer Success
kayla.todd,"CN=Kayla Todd,OU=InformationTechnology,DC=northwind,DC=local",Kayla Todd,kayla.todd@northwindmaterials.com,TRUE,134325285108085024,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
devin.reyes,"CN=Devin Reyes,OU=SupplyChain,DC=northwind,DC=local",Devin Reyes,devin.reyes@northwindmaterials.com,TRUE,134325701096976192,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
leslie.cox,"CN=Leslie Cox,OU=CustomerSuccess,DC=northwind,DC=local",Leslie Cox,leslie.cox@northwindmaterials.com,TRUE,134257038422330592,All-Employees;Customer-Success-All,Customer Success Associate - Customer Success
jeremy.garcia,"CN=Jeremy Garcia,OU=Finance,DC=northwind,DC=local",Jeremy Garcia,jeremy.garcia@northwindmaterials.com,TRUE,134269334262775280,All-Employees;Finance-All,Financial Analyst - Finance
isaac.frazier,"CN=Isaac Frazier,OU=Finance,DC=northwind,DC=local",Isaac Frazier,isaac.frazier@northwindmaterials.com,TRUE,134253054825343744,All-Employees;Finance-All,AP Specialist - Finance
sherri.moore,"CN=Sherri Moore,OU=Engineering,DC=northwind,DC=local",Sherri Moore,sherri.moore@northwindmaterials.com,TRUE,134274098839612272,All-Employees;Engineering-All,Software Engineer - Engineering
jodi.hancock,"CN=Jodi Hancock,OU=InformationTechnology,DC=northwind,DC=local",Jodi Hancock,jodi.hancock@northwindmaterials.com,TRUE,134258866754041136,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
eric.ward,"CN=Eric Ward,OU=Manufacturing,DC=northwind,DC=local",Eric Ward,eric.ward@northwindmaterials.com,TRUE,134312110382114288,All-Employees;Manufacturing-All;Plant-Ops-Leads,Production Associate - Manufacturing
jennifer.poole,"CN=Jennifer Poole,OU=InformationTechnology,DC=northwind,DC=local",Jennifer Poole,jennifer.poole@northwindmaterials.com,TRUE,134255459255544560,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
donald.love,"CN=Donald Love,OU=SupplyChain,DC=northwind,DC=local",Donald Love,donald.love@northwindmaterials.com,TRUE,134266503292098272,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
frank.armstrong,"CN=Frank Armstrong,OU=Engineering,DC=northwind,DC=local",Frank Armstrong,frank.armstrong@northwindmaterials.com,TRUE,134290124734164720,All-Employees;Engineering-All,DevOps Engineer - Engineering
mary.baker,"CN=Mary Baker,OU=QualityAssurance,DC=northwind,DC=local",Mary Baker,mary.baker@northwindmaterials.com,TRUE,134256758459553376,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
alexa.wood,"CN=Alexa Wood,OU=InformationTechnology,DC=northwind,DC=local",Alexa Wood,alexa.wood@northwindmaterials.com,TRUE,134316762296588480,All-Employees;Information-Technology-All,Network Engineer - Information Technology
plant-shared-data16,"CN=plant-shared-data16,OU=ServiceAccounts,DC=northwind,DC=local",plant-shared-data16,plant-shared-data16@northwindmaterials.com,TRUE,134307830414407744,Service-Accounts,Non-interactive service/CI account
ctr.paul.henson,"CN=Paul Henson,OU=Contractors,DC=northwind,DC=local",Paul Henson,paul.henson@contractor.northwindmaterials.com,TRUE,134313487751501296,Contractors-All;All-Employees,Contractor - Staffing Partner B - vendor engagement
tammy.ramirez,"CN=Tammy Ramirez,OU=Engineering,DC=northwind,DC=local",Tammy Ramirez,tammy.ramirez@northwindmaterials.com,TRUE,134281360698714960,All-Employees;Engineering-All,"Manager, Engineering - Engineering"
destiny.ruiz,"CN=Destiny Ruiz,OU=QualityAssurance,DC=northwind,DC=local",Destiny Ruiz,destiny.ruiz@northwindmaterials.com,TRUE,134265293318624624,All-Employees;Quality-Assurance-All,Quality Inspector - Quality Assurance
nathan.davis,"CN=Nathan Davis,OU=InformationTechnology,DC=northwind,DC=local",Nathan Davis,nathan.davis@northwindmaterials.com,TRUE,134278963539679344,All-Employees;Information-Technology-All,IT Support Specialist - Information Technology
jennifer.evans,"CN=Jennifer Evans,OU=SupplyChain,DC=northwind,DC=local",Jennifer Evans,jennifere@northwindmaterials.com,TRUE,134263469978750320,All-Employees;Supply-Chain-All,"Manager, Supply Chain - Supply Chain"
mark.bates,"CN=Mark Bates,OU=QualityAssurance,DC=northwind,DC=local",Mark Bates,mark.bates@northwindmaterials.com,TRUE,134313781480425584,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
michelle.rivera,"CN=Michelle Rivera,OU=SupplyChain,DC=northwind,DC=local",Michelle Rivera,michelle.rivera@northwindmaterials.com,TRUE,134313318588210320,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
amanda.may,"CN=Amanda May,OU=QualityAssurance,DC=northwind,DC=local",Amanda May,amanda.may@northwindmaterials.com,TRUE,134254564594293552,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
jodi.evans,"CN=Jodi Evans,OU=SupplyChain,DC=northwind,DC=local",Jodi Evans,jodi.evans@northwindmaterials.com,TRUE,134292995906092848,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
caleb.mcneil,"CN=Caleb Mcneil,OU=QualityAssurance,DC=northwind,DC=local",Caleb Mcneil,caleb.mcneil@northwindmaterials.com,TRUE,134280293182090096,All-Employees;Quality-Assurance-All,QA Analyst - Quality Assurance
svc-meet10,"CN=svc-meet10,OU=ServiceAccounts,DC=northwind,DC=local",svc-meet10,svc-meet10@northwindmaterials.com,TRUE,134306512236844080,Service-Accounts,Non-interactive service/CI account
diana.smith,"CN=Diana Smith,OU=Engineering,DC=northwind,DC=local",Diana Smith,diana.smith@northwindmaterials.com,FALSE,134299320430401472,All-Employees;Engineering-All,Senior Software Engineer - Engineering
brittney.johnson,"CN=Brittney Johnson,OU=Manufacturing,DC=northwind,DC=local",Brittney Johnson,brittney.johnson@northwindmaterials.com,TRUE,134296790994251408,All-Employees;Manufacturing-All,Line Supervisor - Manufacturing
sean.baker,"CN=Sean Baker,OU=Finance,DC=northwind,DC=local",Sean Baker,sean.baker@northwindmaterials.com,TRUE,134305324869034144,All-Employees;Finance-All,Financial Analyst - Finance
stacey.joyce,"CN=Stacey Joyce,OU=Finance,DC=northwind,DC=local",Stacey Joyce,stacey.joyce@northwindmaterials.com,TRUE,134308168093860448,All-Employees;Finance-All,Financial Analyst - Finance
alexis.giles,"CN=Alexis Giles,OU=SupplyChain,DC=northwind,DC=local",Alexis Giles,alexis.giles@northwindmaterials.com,TRUE,134303975422459200,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
kelly.adams,"CN=Kelly Adams,OU=SupplyChain,DC=northwind,DC=local",Kelly Adams,kelly.adams@northwindmaterials.com,TRUE,134303513515241168,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
theodore.lee,"CN=Theodore Lee,OU=Engineering,DC=northwind,DC=local",Theodore Lee,theodore.lee@northwindmaterials.com,TRUE,134277609294766736,All-Employees;Engineering-All,DevOps Engineer - Engineering
daniel.yu,"CN=Daniel Yu,OU=Manufacturing,DC=northwind,DC=local",Daniel Yu,daniel.yu@northwindmaterials.com,TRUE,134305555033685072,All-Employees;Manufacturing-All,Production Associate - Manufacturing
robert.nixon,"CN=Robert Nixon,OU=SupplyChain,DC=northwind,DC=local",Robert Nixon,robert.nixon@northwindmaterials.com,TRUE,134296479151435408,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
bianca.nguyen,"CN=Bianca Nguyen,OU=Finance,DC=northwind,DC=local",Bianca Nguyen,bianca.nguyen@northwindmaterials.com,TRUE,134276008761025680,All-Employees;Finance-All,Financial Analyst - Finance
mary.johnston,"CN=Mary Johnston,OU=SupplyChain,DC=northwind,DC=local",Mary Johnston,mary.johnston@northwindmaterials.com,TRUE,134315028839543168,All-Employees;Supply-Chain-All,Procurement Specialist - Supply Chain
ctr.ryan.macdonald,"CN=Ryan Macdonald,OU=Contractors,DC=northwind,DC=local",Ryan Macdonald,ryan.macdonald@contractor.northwindmaterials.com,TRUE,134309707848062832,Contractors-All;All-Employees,Contractor - Staffing Partner A - vendor engagement
jeffrey.brown,"CN=Jeffrey Brown,OU=CustomerSuccess,DC=northwind,DC=local",Jeffrey Brown,jeffrey.brown@northwindmaterials.com,TRUE,134296827551130864,All-Employees;Customer-Success-All,Support Specialist - Customer Success
shelly.moore,"CN=Shelly Moore,OU=SupplyChain,DC=northwind,DC=local",Shelly Moore,shelly.moore@northwindmaterials.com,TRUE,134261116101690560,All-Employees;Supply-Chain-All,Supply Chain Analyst - Supply Chain
plant-shared-national03,"CN=plant-shared-national03,OU=ServiceAccounts,DC=northwind,DC=local",plant-shared-national03,plant-shared-national03@northwindmaterials.com,TRUE,134314612423166848,Service-Accounts,Owned by IT Automation team
